GSM3272790	GSM3272781	GSM3272782	GSM3272789	GSM3272787	GSM3272779	GSM3272788	GSM3272780	geneIDs
0	0	1	0	0	0	0	0	ENSMUSG00000094182
8	2	9	20	0	4	3	0	ENSMUSG00000111684
0	0	0	0	2	0	0	0	ENSMUSG00000048501
0	0	0	0	2	0	0	0	ENSMUSG00000094970
0	0	0	0	2	0	0	0	ENSMUSG00000096555
0	0	0	0	4	0	0	0	ENSMUSG00000096109
0	0	0	0	0	0	0	0	ENSMUSG00000063380
0	2	2	0	0	0	0	0	ENSMUSG00000057349
0	0	0	0	0	0	0	0	ENSMUSG00000111622
0	0	0	0	0	0	0	0	ENSMUSG00000094269
0	0	0	0	0	0	0	0	ENSMUSG00000062649
0	0	0	0	0	0	2	0	ENSMUSG00000050853
0	0	0	0	0	0	0	0	ENSMUSG00000059366
176	12	2	203	126	0	71	0	ENSMUSG00000038112
0	0	0	0	0	0	0	0	ENSMUSG00000048299
0	0	0	0	2	0	0	0	ENSMUSG00000059106
0	0	0	0	2	0	0	0	ENSMUSG00000064110
2	0	0	0	0	0	0	0	ENSMUSG00000095839
0	0	0	0	0	0	0	0	ENSMUSG00000055820
0	0	0	0	0	0	0	0	ENSMUSG00000095903
0	0	0	0	0	1	0	0	ENSMUSG00000095774
0	0	0	0	0	0	0	0	ENSMUSG00000093934
0	0	0	0	0	0	0	0	ENSMUSG00000095390
0	0	0	0	2	0	0	0	ENSMUSG00000051493
0	2	0	0	0	0	2	0	ENSMUSG00000043331
0	0	0	0	0	0	1	0	ENSMUSG00000047352
0	0	0	0	0	0	0	0	ENSMUSG00000059473
0	0	0	0	0	0	0	0	ENSMUSG00000046678
0	0	0	0	0	0	0	0	ENSMUSG00000101963
0	0	0	0	0	0	0	0	ENSMUSG00000044205
0	0	0	0	0	0	0	0	ENSMUSG00000049073
0	0	0	0	0	0	0	0	ENSMUSG00000051095
263	173	246	668	218	84	107	73	ENSMUSG00000025602
3452	14	8	7865	1965	2	1258	4	ENSMUSG00000049281
0	0	0	0	2	0	0	0	ENSMUSG00000111509
2009	24644	5179	3510	945	5667	708	1550	ENSMUSG00000040111
0	0	8	5	1	0	0	3	ENSMUSG00000087047
10	0	0	18	4	0	2	0	ENSMUSG00000111515
0	0	0	2	0	0	0	0	ENSMUSG00000111858
0	0	3	0	0	0	0	0	ENSMUSG00000111504
938	215	189	1259	578	26	324	18	ENSMUSG00000032024
12	0	1	82	17	2	3	0	ENSMUSG00000111189
91200	91541	114852	144373	48078	19291	32519	27374	ENSMUSG00000015656
2	2	11	5	0	2	2	24	ENSMUSG00000110982
2	0	0	4	0	0	0	0	ENSMUSG00000054360
298	0	0	1279	282	0	123	0	ENSMUSG00000032023
127	36	13	114	44	10	40	4	ENSMUSG00000032021
1616	559	247	1508	440	288	536	56	ENSMUSG00000032020
0	0	1	8	0	2	5	2	ENSMUSG00000110747
0	2	0	6	0	0	0	0	ENSMUSG00000100837
0	0	0	0	0	0	0	0	ENSMUSG00000111308
333	30	45	862	330	28	93	18	ENSMUSG00000074415
14	0	0	9	4	0	1	0	ENSMUSG00000111593
1	0	0	5	0	0	2	0	ENSMUSG00000111854
1	0	0	0	0	0	0	0	ENSMUSG00000110727
2	0	2	0	0	0	0	0	ENSMUSG00000110862
2	0	0	3	0	0	0	0	ENSMUSG00000111511
0	0	0	2	0	0	0	0	ENSMUSG00000110981
0	0	0	0	1	0	0	0	ENSMUSG00000111156
1	0	0	0	3	0	1	0	ENSMUSG00000111726
14326	14917	7120	25371	6702	3894	5014	1816	ENSMUSG00000049313
27	0	0	45	10	2	15	0	ENSMUSG00000111167
5	4	12	35	10	2	4	9	ENSMUSG00000111767
6038	2638	3287	11271	4200	1068	2082	1154	ENSMUSG00000032018
0	0	0	0	2	0	0	0	ENSMUSG00000111074
11	1	4	20	4	6	2	2	ENSMUSG00000037705
0	0	0	0	0	0	0	0	ENSMUSG00000110937
8452	5947	3375	22399	5631	2414	3018	1446	ENSMUSG00000037287
28	3	0	24	16	2	8	0	ENSMUSG00000032017
0	0	0	2	0	0	0	0	ENSMUSG00000110749
24993	14135	8511	37271	11487	4293	9196	2583	ENSMUSG00000059495
270	675	858	527	298	455	116	359	ENSMUSG00000048503
28	16	14	65	31	7	6	6	ENSMUSG00000032015
15	29	60	26	9	6	2	23	ENSMUSG00000111864
573	2442	2448	720	333	742	212	692	ENSMUSG00000032014
0	14	13	2	0	2	0	3	ENSMUSG00000095385
221	59	125	534	248	24	100	20	ENSMUSG00000032013
0	0	0	0	0	0	1	2	ENSMUSG00000111829
0	0	1	0	0	0	0	0	ENSMUSG00000111110
0	11	3	0	0	2	0	2	ENSMUSG00000110988
43	52	44	59	34	22	12	10	ENSMUSG00000111334
2676	2705	1172	3888	1890	449	1108	350	ENSMUSG00000032012
9	0	2	8	4	0	1	1	ENSMUSG00000111758
0	0	0	2	0	0	0	0	ENSMUSG00000111637
4	0	2	4	8	2	2	0	ENSMUSG00000111283
2	0	0	3	0	0	2	0	ENSMUSG00000110815
41	0	4	11	5	0	8	0	ENSMUSG00000111229
4265	301	178	3084	1488	44	1572	54	ENSMUSG00000032011
7	0	7	23	6	0	2	11	ENSMUSG00000111409
1638	9734	10206	4621	1144	1372	676	2430	ENSMUSG00000032010
174	103	80	231	106	36	70	21	ENSMUSG00000053128
8	157	127	23	2	47	2	51	ENSMUSG00000034739
16241	903	1573	32471	12300	248	5869	343	ENSMUSG00000032135
6796	2223	1580	9614	3056	776	2445	564	ENSMUSG00000034342
0	1	2	0	0	1	0	0	ENSMUSG00000110966
7800	10	26	32783	7006	6	2764	3	ENSMUSG00000070306
38	7226	7575	63	20	2973	9	2485	ENSMUSG00000032105
993	1028	953	2210	871	200	353	183	ENSMUSG00000032109
14	6	6	41	12	6	4	3	ENSMUSG00000111685
20	6	8	60	20	0	14	10	ENSMUSG00000032131
1210	510	1109	2743	908	275	387	493	ENSMUSG00000032119
2742	5455	9240	5862	2079	2080	1026	2922	ENSMUSG00000032120
3456	1756	1367	6904	2435	493	1396	290	ENSMUSG00000032123
6	1	4	20	5	0	0	4	ENSMUSG00000110740
2086	629	1499	2437	972	207	743	464	ENSMUSG00000049932
1900	2402	2227	3052	937	898	711	574	ENSMUSG00000032126
3665	3290	3711	9121	3563	1059	1351	1080	ENSMUSG00000032127
24	16	20	109	16	10	9	8	ENSMUSG00000111088
14101	11665	10281	24599	8261	2694	5122	2200	ENSMUSG00000032115
1503	19910	16799	3503	1023	4928	635	4570	ENSMUSG00000032114
3754	2036	2547	8504	2504	865	1346	851	ENSMUSG00000032112
23837	10836	14440	50338	14834	4200	8388	4376	ENSMUSG00000009927
437	254	645	1451	430	288	171	374	ENSMUSG00000043923
2	0	0	13	1	0	2	0	ENSMUSG00000074397
130	176	266	342	126	90	52	54	ENSMUSG00000041523
3	4	1	4	6	3	4	1	ENSMUSG00000060380
3	0	7	5	4	0	2	2	ENSMUSG00000111312
5895	2811	2023	10170	4503	592	2193	490	ENSMUSG00000063382
1670	83	24	761	367	14	707	2	ENSMUSG00000047880
12	0	0	15	10	0	8	0	ENSMUSG00000111378
2	0	0	8	0	0	2	2	ENSMUSG00000110721
23	10	6	65	25	4	11	14	ENSMUSG00000111656
27125	11725	14035	60006	18979	3912	9460	3992	ENSMUSG00000032097
3	0	3	6	0	0	2	0	ENSMUSG00000111301
1	0	1	0	0	0	0	0	ENSMUSG00000111060
2	11	7	2	0	1	0	0	ENSMUSG00000111326
44	154	56	4	4	67	20	6	ENSMUSG00000110755
14	4323	3921	2	0	1207	0	942	ENSMUSG00000032098
5269	2373	1842	9286	3950	719	2013	526	ENSMUSG00000048537
2	5	2	0	0	0	0	1	ENSMUSG00000111280
19030	12410	15205	42847	13934	4718	6862	4670	ENSMUSG00000032096
3377	2090	1582	9737	2776	681	1186	465	ENSMUSG00000002031
103	1778	1594	263	80	1154	31	755	ENSMUSG00000002032
0	4	11	0	2	12	0	3	ENSMUSG00000110750
143	9072	7457	326	97	2470	51	1824	ENSMUSG00000039438
5778	2130	1748	11102	3441	1021	2120	884	ENSMUSG00000002028
4	4	4	27	7	1	2	8	ENSMUSG00000110773
829	753	875	1512	504	500	289	448	ENSMUSG00000038717
9	14	23	24	8	19	2	19	ENSMUSG00000111082
6702	6327	5214	14149	4194	2570	2342	1918	ENSMUSG00000059890
1	2	4	6	0	3	0	2	ENSMUSG00000111241
1817	102	82	1558	493	28	636	28	ENSMUSG00000002033
1360	82	52	989	291	30	595	21	ENSMUSG00000032094
1678	74	65	764	329	4	650	13	ENSMUSG00000032093
10	0	0	5	0	0	3	0	ENSMUSG00000111203
302	489	435	453	139	166	92	131	ENSMUSG00000032092
4	11	3	15	6	5	6	4	ENSMUSG00000110899
693	704	639	1569	489	250	236	255	ENSMUSG00000070305
515	30	42	1003	313	13	164	26	ENSMUSG00000048534
3	0	0	0	0	0	0	0	ENSMUSG00000111070
90	52	56	112	28	13	46	8	ENSMUSG00000070304
211	4545	1829	323	88	1805	52	378	ENSMUSG00000046480
6	0	0	36	5	0	2	0	ENSMUSG00000111811
1155	33	25	3025	936	10	409	4	ENSMUSG00000032091
37	39	44	30	18	15	6	13	ENSMUSG00000091996
1778	256	305	2350	1018	128	662	121	ENSMUSG00000032089
2	0	0	4	0	0	0	0	ENSMUSG00000085831
290	60	87	970	255	17	83	19	ENSMUSG00000037129
2080	566	703	5697	2020	192	792	185	ENSMUSG00000066705
598	97492	103450	168	112	28447	239	24089	ENSMUSG00000059412
0	42	247	0	0	56	0	72	ENSMUSG00000111186
17	5	5	78	17	0	3	1	ENSMUSG00000097074
56	20	13	67	28	0	36	0	ENSMUSG00000032087
2710	1498	629	5160	1436	477	1064	185	ENSMUSG00000043987
2552	2164	1798	5008	1457	728	883	551	ENSMUSG00000032086
524	350	274	1185	370	91	198	62	ENSMUSG00000111128
1618	1450	994	3231	968	469	606	287	ENSMUSG00000042790
2590	2443	2109	6347	2253	967	890	782	ENSMUSG00000035382
876	142	222	1697	587	41	364	30	ENSMUSG00000032085
106	46	67	308	108	11	31	14	ENSMUSG00000111521
6654	7495	6312	11309	4635	1930	2558	1822	ENSMUSG00000034908
20	58	79	93	28	16	14	24	ENSMUSG00000111329
10965	4886	6629	25234	7654	1800	3645	2200	ENSMUSG00000003131
3795	6170	2965	3753	1194	1400	1433	754	ENSMUSG00000034135
276	739	199	26	261	137	166	64	ENSMUSG00000032083
163	857	704	4	114	233	94	180	ENSMUSG00000032081
0	1	0	0	0	0	0	0	ENSMUSG00000111282
11	308	269	2	14	57	7	67	ENSMUSG00000032080
23	70	8	3	14	27	19	4	ENSMUSG00000032079
2559	1947	2546	5859	1870	658	946	983	ENSMUSG00000032078
1291	561	794	2686	867	190	505	247	ENSMUSG00000032077
0	2	1	5	0	0	0	5	ENSMUSG00000056617
1	0	0	0	0	0	0	0	ENSMUSG00000111126
4	2	0	26	4	0	2	0	ENSMUSG00000097463
0	0	0	1	0	0	0	0	ENSMUSG00000110864
0	0	0	0	0	0	0	0	ENSMUSG00000111115
0	0	0	0	0	0	0	0	ENSMUSG00000110767
0	0	0	2	0	0	0	0	ENSMUSG00000111649
0	0	0	0	2	0	0	0	ENSMUSG00000111800
0	0	0	0	0	0	0	0	ENSMUSG00000111236
151	6	2	45	4	2	66	2	ENSMUSG00000099696
1	0	0	0	0	0	0	0	ENSMUSG00000111669
2	0	0	0	0	0	0	0	ENSMUSG00000111755
2	0	0	0	0	0	0	0	ENSMUSG00000111703
23858	910	672	35109	10406	374	8348	202	ENSMUSG00000032076
1	0	0	0	0	0	0	0	ENSMUSG00000111155
0	0	0	2	0	0	0	0	ENSMUSG00000111668
0	0	0	0	0	0	0	0	ENSMUSG00000111294
0	0	0	2	0	0	0	0	ENSMUSG00000111437
1483	96	84	2408	498	52	506	16	ENSMUSG00000044229
547	53	33	977	189	25	149	7	ENSMUSG00000032028
40	14	10	53	16	0	26	4	ENSMUSG00000109675
7504	3629	4034	15132	4491	1405	2673	1260	ENSMUSG00000032026
5819	1908	3803	17997	5159	1180	2054	1600	ENSMUSG00000042396
1035	120	144	2286	771	36	334	16	ENSMUSG00000032271
6794	839	687	15367	3786	20	2555	319	ENSMUSG00000066687
0	0	0	0	0	0	0	0	ENSMUSG00000111570
8	180	124	8	8	41	4	19	ENSMUSG00000032269
2	0	0	8	0	0	0	0	ENSMUSG00000008590
885	399	211	1431	473	167	344	75	ENSMUSG00000032267
0	0	0	0	0	0	0	0	ENSMUSG00000105298
2096	1399	1267	4047	1431	634	693	453	ENSMUSG00000032264
10	0	0	45	13	0	6	0	ENSMUSG00000032268
12	0	2	8	6	0	2	0	ENSMUSG00000032259
10	2	0	99	18	0	1	0	ENSMUSG00000032257
1589	596	504	5557	1271	242	605	148	ENSMUSG00000040219
516	252	170	138	102	43	165	28	ENSMUSG00000039542
0	0	0	0	0	0	0	0	ENSMUSG00000111359
54	34	31	83	28	10	28	8	ENSMUSG00000058443
180	58	128	504	117	18	65	35	ENSMUSG00000101304
3653	2592	4235	9336	2676	626	1369	1023	ENSMUSG00000032068
3383	2903	3539	8339	2321	1482	1170	1047	ENSMUSG00000032067
0	0	4	1	3	1	0	2	ENSMUSG00000111654
143	415	319	309	78	267	60	79	ENSMUSG00000032066
833	82	77	1716	580	33	264	22	ENSMUSG00000039217
1	1	1	2	2	1	1	1	ENSMUSG00000032065
11926	17832	18881	15211	4885	6764	4131	5165	ENSMUSG00000000171
1792	2465	3418	3989	1219	1237	690	1003	ENSMUSG00000039016
3073	1090	2292	8420	2313	605	1062	866	ENSMUSG00000059820
751	137	119	2877	692	79	250	35	ENSMUSG00000000167
10902	12210	11105	11019	3645	4207	3886	2963	ENSMUSG00000000168
2598	995	428	7926	1952	500	908	146	ENSMUSG00000032064
1751	1630	2054	5319	1541	716	606	656	ENSMUSG00000032062
173	73	86	450	226	24	76	23	ENSMUSG00000038086
18908	12069	18189	35083	14941	4423	6895	4594	ENSMUSG00000032060
3080	2322	2517	8826	2345	852	1195	719	ENSMUSG00000037971
438	216	271	1208	320	94	158	92	ENSMUSG00000037845
2351	1659	868	3262	899	436	761	224	ENSMUSG00000032059
3667	3576	2771	5578	1970	1032	1365	816	ENSMUSG00000032058
1590	1010	512	1226	372	269	606	155	ENSMUSG00000037112
775	132	192	2611	577	58	366	35	ENSMUSG00000060594
112	2	0	556	93	0	32	0	ENSMUSG00000032056
1017	2	0	5284	983	0	310	0	ENSMUSG00000032057
2	0	0	7	3	0	0	0	ENSMUSG00000065587
1	0	0	2	1	0	0	0	ENSMUSG00000065492
6709	274	79	3367	1505	54	2346	18	ENSMUSG00000032053
764	51	44	2362	647	31	317	16	ENSMUSG00000044694
29	2	0	48	18	2	9	1	ENSMUSG00000036027
2	2	0	8	2	0	0	0	ENSMUSG00000110825
1253	28	32	1558	414	8	481	8	ENSMUSG00000053199
4	0	0	14	2	2	2	0	ENSMUSG00000074354
6	0	2	10	3	0	5	1	ENSMUSG00000111357
0	0	0	4	0	0	0	0	ENSMUSG00000111836
4220	3569	4934	11635	3055	1932	1546	1797	ENSMUSG00000032051
31734	15437	14031	73394	21382	6902	11226	5048	ENSMUSG00000032050
1419	1203	1484	4656	1327	724	565	653	ENSMUSG00000035164
0	0	0	0	0	0	0	0	ENSMUSG00000111561
0	0	0	0	0	0	0	0	ENSMUSG00000111780
0	0	0	0	0	0	0	0	ENSMUSG00000111520
6	2	0	28	12	0	0	0	ENSMUSG00000078307
0	0	0	0	0	0	0	0	ENSMUSG00000111020
3132	1027	390	3792	944	577	1092	164	ENSMUSG00000053289
0	1	0	0	0	0	0	0	ENSMUSG00000111693
2	0	0	7	1	0	0	0	ENSMUSG00000032048
1241	1031	641	2844	1008	242	429	200	ENSMUSG00000034584
4342	784	567	9052	3105	318	1664	182	ENSMUSG00000034487
264	222	225	902	237	128	117	66	ENSMUSG00000005131
1183	895	456	2056	566	340	431	171	ENSMUSG00000034218
1727	855	765	4280	1224	404	667	312	ENSMUSG00000033054
12987	26600	25683	17303	5118	11858	4442	7586	ENSMUSG00000032047
3882	1990	2246	9173	2538	1158	1369	824	ENSMUSG00000032030
122	17	24	162	44	4	44	5	ENSMUSG00000055069
0	0	0	0	0	0	0	0	ENSMUSG00000111084
57	1280	696	57	16	448	24	170	ENSMUSG00000042195
910	0	0	2646	1292	0	324	0	ENSMUSG00000042045
1253	110	147	4487	812	24	453	30	ENSMUSG00000041986
358	20	2	809	243	22	139	2	ENSMUSG00000074345
0	0	1	0	0	0	0	0	ENSMUSG00000111379
0	0	0	4	1	0	0	0	ENSMUSG00000032274
0	0	0	2	0	0	0	0	ENSMUSG00000074343
93	0	2	2	10	0	24	0	ENSMUSG00000046167
1636	2751	1738	3761	1040	1602	634	796	ENSMUSG00000041268
8	0	2	6	6	0	3	2	ENSMUSG00000046460
2391	371	408	1466	575	110	930	90	ENSMUSG00000037493
16076	13265	12802	14393	4730	5080	5624	3764	ENSMUSG00000032279
106	40	64	239	102	11	40	20	ENSMUSG00000032281
6	10	7	12	8	2	6	2	ENSMUSG00000110867
3146	1029	970	7721	1849	330	1119	391	ENSMUSG00000032285
3611	2634	3032	8502	2382	1197	1276	1054	ENSMUSG00000061559
6	4	12	18	14	2	6	4	ENSMUSG00000032291
25	17	21	47	10	11	5	9	ENSMUSG00000111686
7223	5129	5001	19169	5495	2897	2537	2070	ENSMUSG00000032293
951	10985	4418	1402	513	3485	335	1252	ENSMUSG00000035878
0	6	12	8	3	4	0	14	ENSMUSG00000044820
8169	6779	9159	17491	5399	3129	2843	2785	ENSMUSG00000032301
6	0	2	2	0	0	2	0	ENSMUSG00000035594
6	3	2	6	8	0	0	0	ENSMUSG00000032303
40	16	27	60	30	0	12	6	ENSMUSG00000035200
0	0	0	0	1	0	0	0	ENSMUSG00000111050
0	0	0	0	0	0	0	0	ENSMUSG00000111157
0	0	0	0	0	0	0	0	ENSMUSG00000110793
4518	1978	1885	8732	2475	1253	1472	724	ENSMUSG00000032307
2850	3883	4027	6836	2251	1722	998	1443	ENSMUSG00000032309
838	131	124	200	98	43	314	36	ENSMUSG00000032311
24	4	4	16	12	6	9	6	ENSMUSG00000032313
18421	19232	24225	22606	6455	9351	6321	7255	ENSMUSG00000032314
6	0	2	8	3	0	0	0	ENSMUSG00000110926
4	0	0	14	4	0	0	0	ENSMUSG00000032318
2411	1134	506	2021	641	413	856	104	ENSMUSG00000034007
52	19	14	91	15	10	17	4	ENSMUSG00000111662
14	0	1	17	4	0	4	0	ENSMUSG00000050702
0	0	0	2	1	0	0	0	ENSMUSG00000110957
0	0	0	0	0	0	0	0	ENSMUSG00000110989
6560	2985	3546	15726	5038	1351	2346	1185	ENSMUSG00000032320
1030	122	118	1288	469	42	370	54	ENSMUSG00000032322
8468	13425	15049	16482	5295	5391	3106	4075	ENSMUSG00000032324
6269	1418	804	9483	3136	279	2266	145	ENSMUSG00000074305
0	0	0	17	4	0	0	2	ENSMUSG00000097111
3678	2107	1100	5540	1798	970	1275	316	ENSMUSG00000032329
9	20	14	54	16	8	3	2	ENSMUSG00000111343
0	0	0	0	0	0	0	0	ENSMUSG00000110821
0	0	0	0	0	0	0	0	ENSMUSG00000111201
174	44	15	223	155	20	66	2	ENSMUSG00000049556
100	12	4	8	12	0	31	0	ENSMUSG00000045620
1269	1453	876	1174	442	276	453	202	ENSMUSG00000032911
5	1	6	34	12	0	0	0	ENSMUSG00000110888
3151	1236	878	5214	2076	324	1153	266	ENSMUSG00000032733
0	0	1	6	2	2	0	0	ENSMUSG00000111629
0	0	0	0	0	0	0	1	ENSMUSG00000110930
4062	2165	2059	9342	2765	942	1402	680	ENSMUSG00000032288
827	539	485	1765	497	249	295	140	ENSMUSG00000055334
4330	2800	1713	7501	2448	1015	1496	572	ENSMUSG00000032290
5201	2414	1381	8375	2952	739	1979	373	ENSMUSG00000042557
40	23	30	53	23	6	11	2	ENSMUSG00000097334
38	22	26	90	28	3	18	6	ENSMUSG00000086728
2885	2912	2323	7082	2453	1059	1084	806	ENSMUSG00000032295
772	385	397	1310	425	199	292	95	ENSMUSG00000032298
1703	1578	1639	4135	1307	760	692	544	ENSMUSG00000032299
0	1	0	0	0	0	0	0	ENSMUSG00000100282
6	2	4	15	8	0	4	0	ENSMUSG00000070298
2378	1141	2855	5611	2156	257	898	653	ENSMUSG00000032300
1	2	0	0	0	0	0	0	ENSMUSG00000111457
918	1253	673	2281	601	501	331	230	ENSMUSG00000063849
507	3615	2817	905	370	1166	179	718	ENSMUSG00000040722
9	2	6	1	0	2	0	0	ENSMUSG00000111380
144	31	64	154	102	14	47	16	ENSMUSG00000062309
6966	12242	13588	7170	2276	4637	2610	3934	ENSMUSG00000000088
2839	1143	1039	6765	2111	425	936	434	ENSMUSG00000032305
1360	3352	2937	2863	900	951	480	696	ENSMUSG00000032306
5306	8659	6647	8710	3386	2732	2037	1724	ENSMUSG00000040188
827	694	519	2073	634	410	343	274	ENSMUSG00000032308
2	18	14	0	0	2	0	8	ENSMUSG00000039714
1	1	5	7	0	0	0	1	ENSMUSG00000056271
8300	3255	2543	9700	4054	901	3100	683	ENSMUSG00000032312
26	59	4	9	6	4	9	6	ENSMUSG00000032310
640	109	81	42537	888	30	224	26	ENSMUSG00000032315
3209	1392	869	7666	2143	395	1236	234	ENSMUSG00000038957
3169	1310	2320	8697	3186	841	1093	902	ENSMUSG00000032316
1096	161	109	1637	543	154	349	54	ENSMUSG00000004661
3109	3355	2634	5760	2288	849	1220	611	ENSMUSG00000055720
7303	566	1104	34988	9298	168	2604	322	ENSMUSG00000038264
18	4	4	40	8	0	2	0	ENSMUSG00000032323
897	0	2	2767	773	0	345	1	ENSMUSG00000037716
152	421	266	83	40	61	55	68	ENSMUSG00000032327
1074	359	351	1501	863	51	419	44	ENSMUSG00000037206
38	81	83	76	30	7	27	14	ENSMUSG00000051243
2	0	1	15	2	0	0	0	ENSMUSG00000057818
3900	2384	1448	5413	1975	519	1441	286	ENSMUSG00000036986
1706	795	653	4103	1402	385	679	234	ENSMUSG00000032333
5249	1000	1262	8110	4315	149	1985	134	ENSMUSG00000032334
1	0	0	0	0	0	0	0	ENSMUSG00000036244
0	0	1	0	0	0	0	0	ENSMUSG00000100487
6	215	181	0	0	86	2	36	ENSMUSG00000097651
542	125	127	918	516	44	199	60	ENSMUSG00000066607
399	36	41	666	278	16	178	12	ENSMUSG00000035914
13690	9183	8058	25897	9033	3270	4762	2110	ENSMUSG00000032336
13	1	4	15	8	5	5	2	ENSMUSG00000074269
34	12	13	70	38	2	16	0	ENSMUSG00000032338
5415	4202	1868	8238	3476	1161	1943	465	ENSMUSG00000032340
1	0	1	6	3	3	2	0	ENSMUSG00000111846
1	0	0	0	0	0	0	0	ENSMUSG00000110789
2215	1254	1448	4449	1440	498	733	598	ENSMUSG00000025236
970	722	671	3518	913	287	340	233	ENSMUSG00000025235
11374	5584	5013	22291	6477	2249	3953	1761	ENSMUSG00000025234
0	0	0	3	0	2	0	2	ENSMUSG00000111852
55	12	15	158	44	0	19	0	ENSMUSG00000049526
9045	4628	4352	18572	5954	1506	3512	1154	ENSMUSG00000025232
12	6	0	12	8	0	0	0	ENSMUSG00000032297
2131	614	620	4224	1419	275	785	179	ENSMUSG00000025237
40236	32377	29871	50615	20556	8102	14710	7391	ENSMUSG00000032294
8365	43	43	23204	7765	15	3156	19	ENSMUSG00000074259
675	708	497	1075	284	327	220	157	ENSMUSG00000051705
4662	2460	1821	6243	1718	1370	1586	662	ENSMUSG00000039585
21	2	0	26	20	2	7	0	ENSMUSG00000110803
0	36	34	0	0	10	0	6	ENSMUSG00000032292
2845	558	157	2319	576	154	1130	28	ENSMUSG00000032289
1	0	0	0	1	0	0	0	ENSMUSG00000111296
57	22	35	181	25	5	16	6	ENSMUSG00000111761
0	0	0	0	1	0	0	0	ENSMUSG00000111667
9	0	0	43	6	2	0	0	ENSMUSG00000111512
1546	267	232	2968	766	87	557	65	ENSMUSG00000047766
75	6	10	223	72	2	28	0	ENSMUSG00000097734
276	102	114	470	217	14	118	44	ENSMUSG00000034839
0	0	2	1	3	1	0	0	ENSMUSG00000095956
4141	3822	2653	7363	1792	1525	1590	671	ENSMUSG00000034485
2	0	0	1	0	0	0	0	ENSMUSG00000111290
14	0	2	22	6	0	5	0	ENSMUSG00000111147
0	0	0	2	0	0	2	0	ENSMUSG00000111180
0	0	0	0	0	0	0	0	ENSMUSG00000111169
0	0	0	0	0	0	0	0	ENSMUSG00000111807
0	0	0	0	0	0	0	0	ENSMUSG00000111449
2	0	0	2	2	0	0	0	ENSMUSG00000111658
5827	4155	2437	7284	2994	872	2086	706	ENSMUSG00000032280
0	0	0	3	0	0	0	0	ENSMUSG00000111033
2	0	0	2	1	0	0	0	ENSMUSG00000111635
0	0	0	0	0	0	0	0	ENSMUSG00000111381
0	0	0	0	0	0	0	0	ENSMUSG00000111739
50332	21662	27460	104268	36396	7590	18696	7909	ENSMUSG00000007892
1097	93	303	937	269	171	388	298	ENSMUSG00000032254
146	10486	5684	319	83	2908	65	1397	ENSMUSG00000032278
2591	830	808	7788	2134	364	962	234	ENSMUSG00000032252
0	0	0	1	1	0	0	0	ENSMUSG00000110826
0	0	0	2	0	0	0	0	ENSMUSG00000111232
0	0	0	8	2	0	0	0	ENSMUSG00000046846
2	0	0	2	0	0	0	0	ENSMUSG00000111193
25614	10169	8616	50610	13554	4088	8949	2429	ENSMUSG00000032249
4366	664	410	3979	1236	135	1569	140	ENSMUSG00000041729
0	0	0	0	0	0	0	0	ENSMUSG00000084540
172	18	19	445	118	5	52	8	ENSMUSG00000032243
3	0	0	0	0	0	0	2	ENSMUSG00000111537
8954	3712	6300	23334	6362	1183	3032	2070	ENSMUSG00000032244
2124	2839	2062	5540	1970	617	810	446	ENSMUSG00000032245
1898	11058	11675	7678	1457	3897	673	3208	ENSMUSG00000032246
7852	2275	1185	14046	4864	837	2859	420	ENSMUSG00000032405
0	0	0	5	0	0	0	0	ENSMUSG00000111144
0	0	0	0	0	0	0	0	ENSMUSG00000111297
15	2	2	2	3	2	3	2	ENSMUSG00000022245
1880	1380	419	1320	469	389	681	86	ENSMUSG00000058444
241	277	426	797	251	168	116	161	ENSMUSG00000032403
82	12	5	213	74	0	12	4	ENSMUSG00000037801
3032	2886	2451	6496	1864	1271	977	855	ENSMUSG00000037257
3763	3209	1289	5582	1769	1010	1316	345	ENSMUSG00000032402
0	0	0	0	0	0	0	0	ENSMUSG00000111137
27	18	13	44	13	4	5	4	ENSMUSG00000110768
6	3	2	61	12	0	1	3	ENSMUSG00000111058
12059	1202	557	15507	5138	331	4420	163	ENSMUSG00000036867
0	0	0	5	3	0	0	0	ENSMUSG00000097036
8	0	0	47	13	0	0	0	ENSMUSG00000093759
579	203	100	30	58	42	252	32	ENSMUSG00000032401
247	29	57	336	126	23	65	8	ENSMUSG00000032400
82308	40068	55585	184538	56667	16642	29684	17668	ENSMUSG00000032399
1978	1315	1518	5439	1621	506	657	394	ENSMUSG00000032398
6572	4133	3121	10795	3739	1729	2235	891	ENSMUSG00000004936
4	6	2	19	3	2	0	2	ENSMUSG00000111160
66	30	42	78	20	18	22	12	ENSMUSG00000035337
1452	368	444	4219	1160	183	605	117	ENSMUSG00000032397
2702	2874	1974	4664	1479	856	980	450	ENSMUSG00000032396
146	109	144	287	89	49	50	49	ENSMUSG00000036466
13533	6391	7173	31092	8693	2901	4699	2280	ENSMUSG00000004771
3630	945	443	6313	1856	361	1229	149	ENSMUSG00000053641
8	0	0	100	39	0	12	2	ENSMUSG00000034452
2395	1999	1590	5174	1742	666	815	457	ENSMUSG00000034263
10909	5977	3901	24185	6055	2134	3878	1236	ENSMUSG00000033629
11216	7322	5775	22088	6216	2507	3868	1857	ENSMUSG00000032393
